ID,Organisation Name,Type of Data Provided,Data provided to customer,Sensitive or Non-Sensitive,Legal Basis for Provision of Data (Dissemination),Purpose,Frequency,NIC Number,MR Number (where relevant),Patient Opt-Outs applied,Common law duty of confidentiality
DSfC0700,NHS BUCKINGHAMSHIRE CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0701,NHS BUCKINGHAMSHIRE CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0702,NHS BUCKINGHAMSHIRE CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0703,NHS BUCKINGHAMSHIRE CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0704,NHS BUCKINGHAMSHIRE CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0705,NHS BUCKINGHAMSHIRE CCG,e-Referral Service for Commissioning,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0706,NHS BUCKINGHAMSHIRE CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0707,NHS BUCKINGHAMSHIRE CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0708,NHS BUCKINGHAMSHIRE CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0709,NHS BUCKINGHAMSHIRE CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0710,NHS BUCKINGHAMSHIRE CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0711,NHS BUCKINGHAMSHIRE CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0712,NHS BUCKINGHAMSHIRE CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0713,NHS BUCKINGHAMSHIRE CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0714,NHS BUCKINGHAMSHIRE CCG,National Diabetes Audit,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0715,NHS BUCKINGHAMSHIRE CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0716,NHS BUCKINGHAMSHIRE CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0717,NHS BUCKINGHAMSHIRE CCG,Personal Demographic Service,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0718,NHS BUCKINGHAMSHIRE CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0719,NHS BUCKINGHAMSHIRE CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0720,NHS BUCKINGHAMSHIRE CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0721,NHS BUCKINGHAMSHIRE CCG,Summary Hospital-level Mortality Indicator,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0722,NHS BUCKINGHAMSHIRE CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-186888-X2K6T-v7.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0723,NHS BUCKINGHAMSHIRE CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-186888-X2K6T-v7.3,,Yes - patient objections upheld,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC0724,NHS LEEDS CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0725,NHS LEEDS CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0726,NHS LEEDS CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0727,NHS LEEDS CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0728,NHS LEEDS CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0729,NHS LEEDS CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0730,NHS LEEDS CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0731,NHS LEEDS CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0732,NHS LEEDS CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0733,NHS LEEDS CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0734,NHS LEEDS CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0735,NHS LEEDS CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0736,NHS LEEDS CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0737,NHS LEEDS CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0738,NHS LEEDS CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0739,NHS LEEDS CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0740,NHS LEEDS CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0741,NHS LEEDS CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0742,NHS LEEDS CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0743,NHS LEEDS CCG,National Diabetes Audit,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0744,NHS LEEDS CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0745,NHS LEEDS CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0746,NHS LEEDS CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0747,NHS LEEDS CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0748,NHS LEEDS CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0749,NHS LEEDS CCG,SUS for Commissioners,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(7),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
DSfC0750,NHS LEEDS CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(7),,One-Off,DARS-NIC-186896-Q5Q2G-v2.2,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC0751,NHS IPSWICH AND EAST SUFFOLK CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0752,NHS IPSWICH AND EAST SUFFOLK CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0753,NHS IPSWICH AND EAST SUFFOLK CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0754,NHS IPSWICH AND EAST SUFFOLK CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0755,NHS IPSWICH AND EAST SUFFOLK CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0756,NHS IPSWICH AND EAST SUFFOLK CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0757,NHS IPSWICH AND EAST SUFFOLK CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0758,NHS IPSWICH AND EAST SUFFOLK CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0759,NHS IPSWICH AND EAST SUFFOLK CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0760,NHS IPSWICH AND EAST SUFFOLK CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0761,NHS IPSWICH AND EAST SUFFOLK CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0762,NHS IPSWICH AND EAST SUFFOLK CCG,e-Referral Service for Commissioning,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0763,NHS IPSWICH AND EAST SUFFOLK CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0764,NHS IPSWICH AND EAST SUFFOLK CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0765,NHS IPSWICH AND EAST SUFFOLK CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0766,NHS IPSWICH AND EAST SUFFOLK CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0767,NHS IPSWICH AND EAST SUFFOLK CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0768,NHS IPSWICH AND EAST SUFFOLK CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0769,NHS IPSWICH AND EAST SUFFOLK CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0770,NHS IPSWICH AND EAST SUFFOLK CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0771,NHS IPSWICH AND EAST SUFFOLK CCG,National Diabetes Audit,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0772,NHS IPSWICH AND EAST SUFFOLK CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0773,NHS IPSWICH AND EAST SUFFOLK CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0774,NHS IPSWICH AND EAST SUFFOLK CCG,Personal Demographic Service,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0775,NHS IPSWICH AND EAST SUFFOLK CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0776,NHS IPSWICH AND EAST SUFFOLK CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0777,NHS IPSWICH AND EAST SUFFOLK CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0778,NHS IPSWICH AND EAST SUFFOLK CCG,Summary Hospital-level Mortality Indicator,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0779,NHS IPSWICH AND EAST SUFFOLK CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-192767-R0S9V-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0780,NHS SALFORD CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-193456-W3M0H-v2.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0781,NHS SALFORD CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-193456-W3M0H-v2.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0782,NHS SALFORD CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-193456-W3M0H-v2.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0783,NHS BASILDON AND BRENTWOOD CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-197669-K8J6D-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0784,NHS BASILDON AND BRENTWOOD CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-197669-K8J6D-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0785,NHS BASILDON AND BRENTWOOD CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-197669-K8J6D-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0786,NHS BASILDON AND BRENTWOOD CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-197669-K8J6D-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0787,NHS BASILDON AND BRENTWOOD CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-197669-K8J6D-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0788,NHS BASILDON AND BRENTWOOD CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-197669-K8J6D-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC0789,NHS BASILDON AND BRENTWOOD CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-197669-K8J6D-v3.2,,No - data flow is not identifiable,Does not include the flow of confidential data
