ID,Organisation Name,Type of Data Provided,Data provided to customer,Sensitive or Non-Sensitive,Legal Basis for Provision of Data (Dissemination),Purpose,Frequency,NIC Number,MR Number (where relevant),Patient Opt-Outs applied,Common law duty of confidentiality
DSfC1435,NHS TEES VALLEY CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1436,NHS TEES VALLEY CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1437,NHS TEES VALLEY CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1438,NHS TEES VALLEY CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1439,NHS TEES VALLEY CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1440,NHS TEES VALLEY CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1441,NHS TEES VALLEY CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1442,NHS TEES VALLEY CCG,National Diabetes Audit,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1443,NHS TEES VALLEY CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1444,NHS TEES VALLEY CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1445,NHS TEES VALLEY CCG,Personal Demographic Service,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1446,NHS TEES VALLEY CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1447,NHS TEES VALLEY CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1448,NHS TEES VALLEY CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1449,NHS TEES VALLEY CCG,Summary Hospital-level Mortality Indicator,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1450,NHS TEES VALLEY CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-362209-B8N9J-v1.7,,Yes - patient objections upheld,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1451,NHS TEES VALLEY CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-362209-B8N9J-v1.7,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1452,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1453,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1454,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1455,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1456,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1457,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1458,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1459,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1460,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1461,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1462,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1463,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,e-Referral Service for Commissioning,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1464,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1465,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1466,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1467,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1468,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1469,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Mental Health Services Data Set,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(7),,One-Off,DARS-NIC-362234-W6M0T-v4.2,,Yes - patient objections upheld,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1470,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(7),,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1471,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1472,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1473,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,National Diabetes Audit,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1474,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1475,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1476,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Personal Demographic Service,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1477,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1478,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1479,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1480,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Summary Hospital-level Mortality Indicator,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1481,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-362234-W6M0T-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1482,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-362234-W6M0T-v4.2,,Yes - patient objections upheld,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1483,NHS SURREY HEARTLANDS CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1484,NHS SURREY HEARTLANDS CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1485,NHS SURREY HEARTLANDS CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1486,NHS SURREY HEARTLANDS CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1487,NHS SURREY HEARTLANDS CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1488,NHS SURREY HEARTLANDS CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1489,NHS SURREY HEARTLANDS CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1490,NHS SURREY HEARTLANDS CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1491,NHS SURREY HEARTLANDS CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1492,NHS SURREY HEARTLANDS CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1493,NHS SURREY HEARTLANDS CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1494,NHS SURREY HEARTLANDS CCG,e-Referral Service for Commissioning,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1495,NHS SURREY HEARTLANDS CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1496,NHS SURREY HEARTLANDS CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1497,NHS SURREY HEARTLANDS CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1498,NHS SURREY HEARTLANDS CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1499,NHS SURREY HEARTLANDS CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1500,NHS SURREY HEARTLANDS CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1501,NHS SURREY HEARTLANDS CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1502,NHS SURREY HEARTLANDS CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1503,NHS SURREY HEARTLANDS CCG,National Diabetes Audit,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1504,NHS SURREY HEARTLANDS CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1505,NHS SURREY HEARTLANDS CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1506,NHS SURREY HEARTLANDS CCG,Personal Demographic Service,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1507,NHS SURREY HEARTLANDS CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1508,NHS SURREY HEARTLANDS CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1509,NHS SURREY HEARTLANDS CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1510,NHS SURREY HEARTLANDS CCG,Summary Hospital-level Mortality Indicator,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1511,NHS SURREY HEARTLANDS CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-362236-D7W4M-v2.2,,Yes - patient objections upheld,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC1512,NHS SURREY HEARTLANDS CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-362236-D7W4M-v2.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
